aaslan,Komedi,3
abid26,Dram,2
acilay43,Korku,2
acilay43,Romantik,2
adilayaman,Fantastik,2
adilayaman,Dram,2
adilayaman,Aksiyon,2
adurmus,Korku,3
agbegim51,Dram,3
akcaariel,Bilim Kurgu,2
akcaariel,Romantik,2
akcasaire,Dram,3
akcasumansiz,Fantastik,4
akcaybogatimur,Belgesel,5
akcaybozbag,Belgesel,2
akcayekbun,Gerilim,3
akcayekbun,Aksiyon,3
akcaysukufe,Aksiyon,1
akcaysukufe,Komedi,1
akcaysukufe,Dram,1
akcaysukufe,Korku,1
akcaysukufe,Belgesel,1
akcaysukufe,Animasyon,1
akcaysukufe,Fantastik,1
akdenizgunduzalp,Fantastik,2
akdenizmehdiye,Fantastik,1
akdenizmehdiye,Gerilim,1
akdenizmehdiye,Romantik,1
akdenizsernur,Bilim Kurgu,2
akgunduzdoganalp,Belgesel,2
akif51,Komedi,3
akisezorlu,Korku,1
akisezorlu,Romantik,1
akisezorlu,Animasyon,1
akisezorlu,Belgesel,1
akisezorlu,Fantastik,1
aksogut54,Romantik,2
aksuniyazi,Romantik,2
alemdarbedri,Gerilim,2
alemdarbedri,Belgesel,2
almus60,Komedi,3
alpcan14,Animasyon,2
alpcan14,Fantastik,2
alsoy24,Dram,2
amre17,Animasyon,2
amre17,Belgesel,2
amre17,Romantik,2
aocalan,Gerilim,2
arslankosukhan,Animasyon,2
arslankosukhan,Dram,2
arslankosukhan,Fantastik,2
arsoyhuda,Bilim Kurgu,1
arsoyhuda,Belgesel,1
asiman98,Belgesel,2
asiman98,Gerilim,2
asiman98,Dram,2
aslanhanyuksel,Komedi,3
atanur19,Komedi,1
atanur19,Aksiyon,1
atanur19,Dram,1
atanur19,Gerilim,1
atanur19,Animasyon,1
atnan78,Animasyon,2
aylil82,Bilim Kurgu,3
ayseanahayrioglu,Bilim Kurgu,2
aytek04,Korku,3
balli40,Fantastik,2
baltas30,Gerilim,4
bariszorlu,Komedi,3
bayman64,Romantik,2
bcorlu,Bilim Kurgu,2
bdemir,Dram,2
bediriyeakcay,Belgesel,3
begimkisakurek,Fantastik,3
beray77,Animasyon,2
beren35,Belgesel,2
berkal85,Aksiyon,2
berkal85,Komedi,2
besin83,Bilim Kurgu,1
besin83,Gerilim,1
beydayorulmaz,Fantastik,2
beydayorulmaz,Bilim Kurgu,2
bilay77,Dram,1
bilay77,Korku,1
bilay77,Komedi,1
bilay77,Aksiyon,1
bilay77,Fantastik,1
bilay77,Romantik,1
bilay77,Gerilim,1
bilgeanka,Komedi,2
bilgendumanli,Komedi,2
bilgendumanli,Korku,2
bilgendumanli,Gerilim,2
bilgendumanli,Belgesel,2
bilgendumanli,Belgesel,2
bilgendumanli,Fantastik,2
binisikzengin,Fantastik,2
bsama,Komedi,3
bsoylu,Aksiyon,2
bulker,Gerilim,3
busranurdumanli,Aksiyon,2
byaman,Romantik,2
camurcuogluozerdinc,Fantastik,4
celilay60,Animasyon,1
celilay60,Belgesel,1
celilay60,Gerilim,1
celilay60,Bilim Kurgu,1
celilay60,Dram,1
celilay60,Aksiyon,1
celilaycamurcuoglu,Aksiyon,1
celilaycamurcuoglu,Korku,1
celilaycamurcuoglu,Bilim Kurgu,1
celilaycamurcuoglu,Belgesel,1
celilaycamurcuoglu,Fantastik,1
cetinkubran,Gerilim,3
cetinrayla,Gerilim,3
cidal90,Komedi,4
cokandurdu,Komedi,3
colpan47,Fantastik,2
corluakay,Gerilim,2
corlucetinsu,Belgesel,2
corlucetinsu,Fantastik,2
corlucetinsu,Aksiyon,2
corlugulsevil,Aksiyon,2
corlumestur,Aksiyon,2
corlunecmettin,Fantastik,2
corluozel,Gerilim,2
corluturabi,Gerilim,1
corluturabi,Komedi,1
corluturabi,Dram,1
corluturabi,Fantastik,1
demirelgokce,Korku,1
demirelgokce,Komedi,1
demirelgokce,Gerilim,1
demirelrayla,Fantastik,1
demirelrayla,Komedi,1
demirelrayla,Bilim Kurgu,1
deniz45,Dram,2
deraslan,Animasyon,2
dhancer,Gerilim,2
dilfezaaslan,Gerilim,1
dilfezaaslan,Animasyon,1
dilfezaaslan,Fantastik,1
dilfezaaslan,Dram,1
dilfezaaslan,Korku,1
dincer98,Korku,3
doguhanergul,Korku,2
doguhanergul,Dram,2
doguhanergul,Fantastik,2
dsama,Gerilim,4
dseven,Belgesel,3
dturk,Fantastik,3
dumanliberiye,Dram,3
dumanligucluer,Belgesel,2
dumanlihezniye,Bilim Kurgu,2
dundaralp46,Dram,2
durdukerime,Aksiyon,2
durdukerime,Bilim Kurgu,2
durdukerime,Dram,2
durdumerzuk,Dram,2
durdumerzuk,Aksiyon,2
durdumerzuk,Fantastik,2
durmusibrahim,Gerilim,1
durmusibrahim,Korku,1
durmusibrahim,Bilim Kurgu,1
dzorlu,Fantastik,3
ecorlu,Aksiyon,2
ecorlu,Romantik,2
enfesturk,Bilim Kurgu,3
enginiz07,Komedi,2
enginiz07,Belgesel,2
eraycanakar,Korku,2
erdogangurcuye,Aksiyon,3
erdogangurcuye,Komedi,3
erdogantatu,Aksiyon,2
erdogantatu,Dram,2
erdogantatu,Bilim Kurgu,2
erdursun56,Aksiyon,1
erdursun56,Belgesel,1
erdursun56,Animasyon,1
erdursun56,Gerilim,1
erensoy49,Komedi,3
ergulnesip,Komedi,1
ergulnesip,Bilim Kurgu,1
ergulnesip,Korku,1
ergulnesip,Gerilim,1
erkilicduran,Gerilim,1
erkilicduran,Belgesel,1
erkilicduran,Fantastik,1
erkilicduran,Animasyon,1
ertasborahan,Animasyon,1
ertasborahan,Fantastik,1
ertasborahan,Korku,1
ertasertuncay,Animasyon,3
ertuncay05,Fantastik,4
ervaniyecamurcuoglu,Belgesel,1
ervaniyecamurcuoglu,Gerilim,1
ervaniyecamurcuoglu,Dram,1
ervaniyecamurcuoglu,Bilim Kurgu,1
ervaniyecamurcuoglu,Komedi,1
ervaniyecamurcuoglu,Aksiyon,1
eseven,Komedi,1
eseven,Bilim Kurgu,1
eseven,Gerilim,1
evrimdurmus,Gerilim,1
evrimdurmus,Romantik,1
evrimdurmus,Belgesel,1
evrimdurmus,Bilim Kurgu,1
evrimdurmus,Dram,1
evrimdurmus,Komedi,1
evrimdurmus,Aksiyon,1
ezgin28,Aksiyon,2
ezgin28,Dram,2
fdumanli,Komedi,1
fdumanli,Bilim Kurgu,1
fdumanli,Belgesel,1
ferinaz40,Fantastik,3
ferinaz40,Dram,3
feza20,Dram,1
feza20,Korku,1
feza20,Bilim Kurgu,1
feza20,Belgesel,1
feza20,Gerilim,1
firatyertan,Fantastik,4
gakar,Romantik,3
garsoy,Aksiyon,1
garsoy,Gerilim,1
garsoy,Romantik,1
garsoy,Belgesel,1
gok81,Komedi,2
goksevarsoy,Komedi,2
goksevarsoy,Romantik,2
goksevarsoy,Fantastik,2
gucluakver,Fantastik,2
gucluakver,Romantik,2
gulaga54,Komedi,3
gulaga54,Romantik,3
gulagainonu,Belgesel,2
gulagainonu,Dram,2
gulsevsevil,Korku,1
gulsevsevil,Komedi,1
gulsevsevil,Aksiyon,1
gulsevsevil,Belgesel,1
gulsevsevil,Animasyon,1
gulsevsevil,Gerilim,1
guzeyakgunduz,Romantik,2
hakcay,Gerilim,1
hakcay,Belgesel,1
hamiyet76,Bilim Kurgu,2
hanceraral,Bilim Kurgu,3
hancerkader,Dram,2
hancerkader,Gerilim,2
harizakcay,Dram,1
harizakcay,Bilim Kurgu,1
harizakcay,Komedi,1
harslan,Aksiyon,2
hatemulker,Fantastik,3
hoskadem86,Gerilim,2
hunalpsezgin,Romantik,2
husnuhal08,Bilim Kurgu,1
husnuhal08,Aksiyon,1
husnuhal08,Komedi,1
husnuhal08,Gerilim,1
husnuhal08,Belgesel,1
husnuhal08,Fantastik,1
hyilmaz,Animasyon,1
hyilmaz,Korku,1
hzorlu,Animasyon,2
hzorlu,Gerilim,2
iarslan,Gerilim,1
iarslan,Romantik,1
iarslan,Belgesel,1
iarslan,Animasyon,1
ibilge,Fantastik,3
ibilgin,Animasyon,2
ibilgin,Aksiyon,2
idik40,Bilim Kurgu,3
ihsansezer,Gerilim,2
ilbekbilge,Gerilim,2
ilbekbilge,Komedi,2
inanclisensoy,Bilim Kurgu,3
inonugulzadiye,Komedi,3
inonutalibe,Belgesel,3
intihap77,Fantastik,2
irfanihsanoglu,Dram,2
irfanihsanoglu,Korku,2
isikaykaradeniz,Dram,1
isikaykaradeniz,Belgesel,1
isikaykaradeniz,Animasyon,1
isikaykaradeniz,Gerilim,1
iturk,Dram,5
jakdeniz,Animasyon,2
jbilge,Fantastik,3
jsezer,Fantastik,2
jsezer,Gerilim,2
jsoylu,Gerilim,1
jsoylu,Belgesel,1
jsoylu,Fantastik,1
jsoylu,Korku,1
jsoylu,Komedi,1
jyuksel,Fantastik,3
karaer77,Komedi,4
kefserduran,Fantastik,2
kefserduran,Animasyon,2
kgul,Gerilim,2
kisakurekasalet,Gerilim,2
kisakurekasalet,Bilim Kurgu,2
kisakurekbilginur,Komedi,1
kisakurekbilginur,Romantik,1
kisakurekbilginur,Gerilim,1
kisakurekbilginur,Animasyon,1
kisakurekbilginur,Fantastik,1
kisakurekcokan,Aksiyon,2
kisakurekfatmanur,Korku,2
kisakurekfatmanur,Belgesel,2
kisakurekmehrigul,Komedi,1
konguralp29,Aksiyon,1
konguralp29,Korku,1
konguralp29,Fantastik,1
konguralp29,Romantik,1
koruturktekbay,Komedi,3
kubranulker,Gerilim,2
kutgunbilir,Romantik,1
kutgunbilir,Animasyon,1
kutgunbilir,Bilim Kurgu,1
kutgunbilir,Korku,1
kutgunbilir,Dram,1
kyuksel,Dram,1
kyuksel,Aksiyon,1
kyuksel,Romantik,1
kyuksel,Fantastik,1
lertas,Dram,2
lhancer,Bilim Kurgu,3
lsener,Belgesel,2
mahir31,Fantastik,2
mahir31,Bilim Kurgu,2
mahnazkisakurek,Belgesel,2
makar,Gerilim,1
makar,Romantik,1
makar,Fantastik,1
makar,Korku,1
makar,Aksiyon,1
mancogencay,Dram,2
mancogencay,Bilim Kurgu,2
mancogencay,Animasyon,2
mancopiran,Animasyon,2
mancopiran,Dram,2
mansizbulunc,Komedi,2
mansizdemirok,Fantastik,2
mansizkefser,Gerilim,2
mansizkefser,Belgesel,2
mazlum76,Aksiyon,2
memili81,Komedi,3
mevlut28,Belgesel,3
mihriye65,Romantik,2
mihriye65,Dram,2
mirbadin52,Fantastik,3
mmanco,Dram,2
mtevetoglu,Komedi,2
mtevetoglu,Belgesel,2
murit13,Fantastik,3
mutasimyaman,Dram,2
muvaffak16,Fantastik,2
myorulmaz,Romantik,3
mzorlu,Belgesel,3
nakipsama,Korku,2
nakipsama,Bilim Kurgu,2
nbilir,Komedi,2
nbilir,Aksiyon,2
necmettinbilge,Komedi,4
necva40,Aksiyon,1
necva40,Bilim Kurgu,1
necva40,Korku,1
neptuntevetoglu,Gerilim,2
nihai03,Dram,2
nihan80,Komedi,2
nurda64,Komedi,1
nurda64,Gerilim,1
nurda64,Belgesel,1
nyilmaz,Belgesel,1
nyilmaz,Gerilim,1
nyilmaz,Romantik,1
nyilmaz,Komedi,1
nyilmaz,Korku,1
ocalansemine,Romantik,2
ocalansemine,Belgesel,2
ogetakcay,Belgesel,3
orcin51,Gerilim,3
orcin51,Fantastik,3
orcin61,Korku,2
oryurekertas,Korku,1
oryurekertas,Bilim Kurgu,1
oryurekertas,Komedi,1
oryurekertas,Fantastik,1
oryurekertas,Belgesel,1
oryurekertas,Gerilim,1
oryurekertas,Romantik,1
ozalpsan68,Belgesel,2
ozalpsan68,Komedi,2
paye98,Komedi,2
paye98,Aksiyon,2
paye98,Bilim Kurgu,2
pdumanli,Komedi,2
pesent52,Aksiyon,2
pesent52,Romantik,2
pesent52,Belgesel,2
pesent52,Animasyon,2
psezer,Bilim Kurgu,2
qarslan,Belgesel,3
qfirat,Belgesel,2
rabbiye95,Fantastik,1
rabbiye95,Belgesel,1
rabbiye95,Dram,1
rakca,Komedi,1
rakca,Fantastik,1
rakca,Animasyon,1
rarsoy,Komedi,1
rarsoy,Bilim Kurgu,1
rarsoy,Dram,1
rasul35,Komedi,3
rcamurcuoglu,Dram,2
risaletgul,Bilim Kurgu,1
risaletgul,Aksiyon,1
risaletgul,Belgesel,1
risaletgul,Fantastik,1
rohatfirat,Aksiyon,3
rsafak,Gerilim,4
rumeysaakar,Gerilim,2
rumeysaakar,Romantik,2
rumeysaakar,Animasyon,2
sabadurmus,Belgesel,4
safakyilmaz,Gerilim,1
safakyilmaz,Fantastik,1
safakyilmaz,Komedi,1
safakyilmaz,Dram,1
safakyilmaz,Korku,1
sagcan14,Aksiyon,2
sagcan14,Animasyon,2
sahatsener,Gerilim,1
sahatsener,Komedi,1
saksu,Belgesel,2
salifirat,Fantastik,1
salifirat,Belgesel,1
salifirat,Romantik,1
salifirat,Komedi,1
salifirat,Bilim Kurgu,1
samaakinal,Animasyon,2
saricabay90,Bilim Kurgu,3
saricabaydumanli,Komedi,2
saricabaydumanli,Dram,2
scamurcuoglu,Komedi,1
scamurcuoglu,Fantastik,1
scamurcuoglu,Belgesel,1
selmin43,Animasyon,2
selmin43,Aksiyon,2
senergokperi,Belgesel,2
senkaldemir,Aksiyon,4
sensoygokcebalan,Aksiyon,2
sensoygokcebalan,Bilim Kurgu,2
sensoygokcebalan,Animasyon,2
serafeddin85,Fantastik,1
serafeddin85,Belgesel,1
serafeddin85,Romantik,1
serafeddin85,Komedi,1
serhatmehmetergul,Belgesel,3
sermanfirat,Komedi,1
sevdinarsezer,Komedi,2
sevenaynimah,Fantastik,3
sevsevilcorlu,Dram,2
seyithancorlu,Komedi,3
sinasi54,Aksiyon,2
skaradeniz,Fantastik,3
skaradeniz,Animasyon,2
soyler51,Fantastik,2
soylupesent,Komedi,2
ssezer,Animasyon,3
susensezer,Gerilim,2
susensezer,Romantik,2
tanakaksu,Bilim Kurgu,2
tanhan33,Gerilim,2
tanhan33,Fantastik,2
tanhancer,Gerilim,2
tanhancer,Dram,2
tarhanhasgul,Komedi,2
tarhanhasgul,Romantik,2
tarhanhasgul,Belgesel,2
tarhanhasgul,Animasyon,2
tarhanilper,Komedi,2
tarhannazlim,Komedi,1
tarhannazlim,Aksiyon,1
tarhannazlim,Gerilim,1
taygan86,Gerilim,2
taygan86,Fantastik,2
tdurmus,Gerilim,1
tdurmus,Animasyon,1
tdurmus,Fantastik,1
tdurmus,Komedi,1
tdurmus,Bilim Kurgu,1
tdurmus,Korku,1
teberbilge,Belgesel,3
temimegul,Fantastik,2
temimegul,Gerilim,2
tevetogluakyildiz,Fantastik,3
tevetogluakyildiz,Komedi,3
tevetoglutorhan,Belgesel,2
toktugtevetoglu,Komedi,2
topuz16,Fantastik,2
ualemdar,Animasyon,1
ualemdar,Gerilim,1
ualemdar,Aksiyon,1
ubilge,Korku,2
ubilge,Gerilim,2
ucgulsama,Dram,3
ufukay58,Gerilim,2
ugehancer,Animasyon,3
ugurtanakca,Romantik,1
ugurtanakca,Korku,1
ugurtanakca,Bilim Kurgu,1
ulkermasar,Bilim Kurgu,1
ulkermasar,Gerilim,1
ulkerulu,Belgesel,2
ulkerulu,Komedi,2
ulkerulu,Fantastik,2
unalsensoy,Fantastik,5
velitdinergul,Bilim Kurgu,2
verimhancer,Animasyon,2
verimhancer,Fantastik,2
vtarhan,Gerilim,2
walemdar,Korku,3
wbilir,Romantik,2
wbilir,Bilim Kurgu,2
wbilir,Animasyon,2
wbilir,Fantastik,2
wertas,Fantastik,3
wyuksel,Fantastik,2
wyuksel,Gerilim,2
wyuksel,Romantik,2
xcorlu,Komedi,3
xcorlu,Romantik,3
xdemir,Animasyon,2
xdemir,Fantastik,2
xocalan,Romantik,2
xsener,Bilim Kurgu,2
yasattin56,Dram,2
yasattin56,Belgesel,2
ydumanli,Komedi,3
yeraslan,Aksiyon,1
yeraslan,Korku,1
yeraslan,Gerilim,1
yeraslan,Fantastik,1
yfirat,Aksiyon,2
yildirimsatrettin,Dram,1
yildirimsatrettin,Korku,1
yildirimsatrettin,Bilim Kurgu,1
yildirimsatrettin,Romantik,1
yildirimsatrettin,Fantastik,1
yildirimsatrettin,Animasyon,1
yilmazkosemen,Belgesel,4
yilmazturkalp,Gerilim,1
yilmazturkalp,Romantik,1
yilmazturkalp,Korku,1
yorulmazulkudes,Fantastik,3
yukselcanan,Aksiyon,2
yurdanurarsoy,Fantastik,3
zahidtarhan,Aksiyon,2
zahidtarhan,Dram,2
zdemirel,Belgesel,2
zemzem27,Aksiyon,2
zenginaliseydi,Dram,2
zenginkerime,Dram,1
zenginkerime,Gerilim,1
zenginkerime,Romantik,1
zenginkerime,Belgesel,1
zsakarya,Belgesel,2
zsakarya,Bilim Kurgu,2
zuheyla19,Gerilim,2
zzengin,Fantastik,2
zzengin,Korku,2
